prefix	sample_class	code_field	blank	sample_type	full_path	original_filename	investigation	investigation_id	study	assay	fileid
F09_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F09.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F09_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F09_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	F09_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4231
F10_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS_rerun	BLANK.D.CULT.D.APOL.D.C18.3.D.C30.F10.D.DIMS.POSITIVE	BLANK_D-CULT_D-APOL_D-C18_3_D-C30_F10_D-DIMS_POSITIVE	yes	BLANK	data/files/2022_04_25_163450/F10_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS_rerun.raw	F10_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4232
F10_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS_rerun	BLANK.D.CULT.D.APOL.D.C18.3.D.C30.F10.D.DIMS.POSITIVE	BLANK_D-CULT_D-APOL_D-C18_3_D-C30_F10_D-DIMS_POSITIVE	yes	BLANK	data/files/2022_04_25_163450/F10_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS_rerun.mzML	F10_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4233
F10_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F10.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F10_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F10_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.raw	F10_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4234
F10_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F10.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F10_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F10_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	F10_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4235
F11_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS	BLANK.D.CULT.D.APOL.D.C18.3.D.C30.F11.D.DIMS.POSITIVE	BLANK_D-CULT_D-APOL_D-C18_3_D-C30_F11_D-DIMS_POSITIVE	yes	BLANK	data/files/2022_04_25_163450/F11_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.raw	F11_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4236
F11_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS	BLANK.D.CULT.D.APOL.D.C18.3.D.C30.F11.D.DIMS.POSITIVE	BLANK_D-CULT_D-APOL_D-C18_3_D-C30_F11_D-DIMS_POSITIVE	yes	BLANK	data/files/2022_04_25_163450/F11_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.mzML	F11_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4237
F11_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F11.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F11_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F11_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.raw	F11_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4238
F11_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F11.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F11_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F11_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	F11_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4239
F12_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS	BLANK.D.CULT.D.APOL.D.C18.3.D.C30.F12.D.DIMS.POSITIVE	BLANK_D-CULT_D-APOL_D-C18_3_D-C30_F12_D-DIMS_POSITIVE	yes	BLANK	data/files/2022_04_25_163450/F12_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.raw	F12_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4240
F12_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS	BLANK.D.CULT.D.APOL.D.C18.3.D.C30.F12.D.DIMS.POSITIVE	BLANK_D-CULT_D-APOL_D-C18_3_D-C30_F12_D-DIMS_POSITIVE	yes	BLANK	data/files/2022_04_25_163450/F12_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.mzML	F12_Apolar_Blank_C18_3_C30_LCMS_Pos_DIMS.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4241
F12_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F12.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F12_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F12_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.raw	F12_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4242
F12_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.F12.D.DIMS.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_F12_D-DIMS_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/F12_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	F12_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4243
A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827212536	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A01.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A01_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163450/A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827212536.raw	A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827212536.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4244
A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827212536	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A01.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A01_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827212536.mzML	A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827212536.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4245
A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A01.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A01_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4246
A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A01.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A01_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	A01_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4247
A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A02.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A02_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4248
A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A02.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A02_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4249
A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827220351	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A02.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A02_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827220351.raw	A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827220351.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4250
A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827220351	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A02.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A02_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827220351.mzML	A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_180827220351.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4251
A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A02.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A02_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4252
A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A02.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A02_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	A02_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4253
A03_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A03.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A03_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A03_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A03_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4254
A03_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A03.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A03_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A03_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A03_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4255
A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A04.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A04_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.raw	A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4256
A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A04.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A04_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.mzML	A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4257
A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A04.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A04_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4258
A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A04.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A04_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4259
A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A04.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A04_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4260
A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A04.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A04_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	A04_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4261
A05_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A05.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A05_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163451/A05_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A05_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4262
A05_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A05.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A05_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A05_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A05_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4263
A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A06.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A06_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4264
A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A06.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A06_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4265
A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A06.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A06_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4266
A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A06.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A06_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	A06_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4267
A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A07.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A07_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.raw	A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4268
A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A07.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A07_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.mzML	A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4269
A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A07.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A07_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4270
A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A07.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A07_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4271
A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A07.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A07_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4272
A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A07.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A07_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	A07_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4273
A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A08.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A08_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.raw	A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4274
A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A08.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A08_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.mzML	A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMS_rerun2.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4275
A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A08.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A08_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4276
A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A08.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A08_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4277
A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A08.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A08_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4278
A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A08.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A08_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163452/A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	A08_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn_rerun.mzML	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4279
A09_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn	DAPH.D.CULT.D.APOL.D.C18.3.D.C30.A09.D.DIMSn.POSITIVE	DAPH_D-CULT_D-APOL_D-C18_3_D-C30_A09_D-DIMSn_POSITIVE	no	ANIMAL	data/files/2022_04_25_163453/A09_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	A09_Apolar_Daph_C18_3_C30_LCMS_Pos_DIMSn.raw	dma_daphnia_magna	1	DMA of D. magna (2022)	APOL_C18_3_C30_POS	4280
