"","inchikey","COMPOUND_ID","ID","SPECIES_TEXT","SPECIES_ACCESSION","COMPONENT_TEXT","COMPONENT_ACCESSION","STRAIN_TEXT","STRAIN_ACCESSION","SOURCE_TYPE","SOURCE_ACCESSION","COMMENTS","V12","STATUS","CHEBI_ACCESSION","SOURCE","PARENT_ID","NAME","DEFINITION","MODIFIED_ON","CREATED_BY","STAR","kingdom","superclass","class","subclass","direct_parent","molecular_framework","predicted_lipimaps_terms"
"13285","UCSJYZPVAKXKNQ-HZYVHMACSA-N",17076,8234,"Streptomyces griseus","NCBI:txid1911","null","null","null","null","PubMed Id","22101040","null","","C","CHEBI:17076","ChEBI","null","streptomycin","A amino cyclitol glycoside that consists of streptidine having a disaccharyl moiety attached at the 4-position. The parent of the streptomycin class","2017-02-22","CHEBI",3,"Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminocyclitol glycosides","Aliphatic heteromonocyclic compounds",""
"13286","UCTLRSWJYQTBFZ-DDPQNLDTSA-N",17759,7233,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:17759","ChEBI","null","cholesta-5,7-dien-3beta-ol","null","2023-01-17","CHEBI",3,"Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives","Aliphatic homopolycyclic compounds","Sterol Lipids (ST), Cholesterol and derivatives (ST0101)"
"13287","UCTLRSWJYQTBFZ-DDPQNLDTSA-N",17759,18735,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:17759","ChEBI","null","cholesta-5,7-dien-3beta-ol","null","2023-01-17","CHEBI",3,"Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Cholestane steroids","Cholesterols and derivatives","Aliphatic homopolycyclic compounds","Sterol Lipids (ST), Cholesterol and derivatives (ST0101)"
"13288","UCTWMZQNUQWSLP-VIFPVBQESA-N",28918,18396,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:28918","ChEBI","null","(R)-adrenaline","The R-enantiomer of adrenaline. It is a hormone secreted by the adrenal glands resulting in the 'fight-or-flight' response.","2023-04-05","CHEBI",3,"Organic compounds","Benzenoids","Phenols","Benzenediols","Catechols","Aromatic homomonocyclic compounds",""
"13289","UCUNFLYVYCGDHP-BYPYZUCNSA-N",21363,8443,"Bombyx mori","NCBI:txid7091","null","null","null","null","PubMed Id","18071251","null","","C","CHEBI:21363","Chemical Ontology","null","L-methionine sulfone","An L-methionine derivative in which the sulfur has been oxidised to the corresponding sulfone.","2020-07-10","CHEBI",3,"Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","L-alpha-amino acids","Aliphatic acyclic compounds","Thia fatty acids (FA0113), Fatty Acyls (FA), Fatty Acids and Conjugates (FA01)"
"13290","UCUNFLYVYCGDHP-UHFFFAOYSA-N",132188,21268,"Trypanosoma brucei","NCBI:txid5691","null","null","null","null","PubMed Id","23571546","null","","C","CHEBI:132188","ChEBI","null","methionine sulfone","A methionine derivative in which the sulfur has been oxidised to the corresponding sulfone.","2016-12-07","mwilliams",3,"","","","","","",""
"13291","UCUNFLYVYCGDHP-UHFFFAOYSA-N",132188,21267,"Trypanosoma brucei","NCBI:txid5691","null","null","null","null","MetaboLights","MTBLS49","null","","C","CHEBI:132188","ChEBI","null","methionine sulfone","A methionine derivative in which the sulfur has been oxidised to the corresponding sulfone.","2016-12-07","mwilliams",3,"","","","","","",""
"13292","UCUWZJWAQQRCOR-AIMGAIMTSA-N",65887,854,"Eurycoma longifolia","NCBI:txid458531","root","BTO:0001188","null","null","PubMed Id","1800638","null","","C","CHEBI:65887","MolConn","null","eurycomanone","A  quassinoid isolated from Eurycoma longifolia and has been shown to exhibit antineoplastic and antimalarial activties.","2018-02-06","LOADER",3,"","","","","","",""
"13293","UCWHHFGTUDDROG-DNKDVBPTSA-N",66415,1575,"Diacarnus erythraeanus","WORMS:168712","null","null","null","null","PubMed Id","11325240","null","","C","CHEBI:66415","MolConn","null","muqubilone","A sesterterpenoid isolated from Red Sea sponge Diacarnus erythraeanus and has been shown to exhibit anti-HSV-1 activity.","2013-04-11","LOADER",3,"","","","","","",""
"13294","UDALNYNLNYDPMV-UHFFFAOYSA-N",88664,11252,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","15506819","null","","E","CHEBI:88664","HMDB","null","6'-Hydroxyangolensin","null","null","LOADER",2,"Organic compounds","Phenylpropanoids and polyketides","Alpha-methyldeoxybenzoin flavonoids","","Alpha-methyldeoxybenzoin flavonoids","Aromatic homomonocyclic compounds","Diphenyl ethers, biphenyls, dibenzyls and stilbenes (PK1309)"
"13295","UDCFQVYVEMPFKM-CTPBMWBYSA-N",133036,20538,"Aspergillus niger ATCC 1015","NCBI:txid380704","null","null","KB1001","null","PubMed Id","25293978","null","","C","CHEBI:133036","SUBMITTER","null","yanuthone M","A class I yanuthone that is yanuthone K in which the double bond at the terminal end of the farnesyl substituent has undergone hydration to afford the corresponding tertiary alcohol. Isolated from the filamentous fungus Aspergillus niger, it shows antifungal activity towards the pathogenic yeast Candida albicans (IC50 = 77.5 +-3.7 muM).","2016-08-19","Jubra",3,"","","","","","",""
"13296","UDFDXTXZIMXARD-IRXDYDNUSA-N",67649,2704,"Sinocalamus affinis","IPNI:421970-1","stem","BTO:0001300","null","null","PubMed Id","21469695","95% Ethanolic extract of skin-removed, air-dried, powdered stems.","","C","CHEBI:67649","MolConn","null","(+)-(7S,8S)-guaiacylglycerol-beta-vanillic acid ether","An aromatic ether in which the oxygen atom is connected to a guaiacylglyceryl and a vanillyl group. It has been isolated from the stems of Sinocalamus affinis.","2017-04-07","LOADER",3,"Organic compounds","Lignans, neolignans and related compounds","","","Lignans, neolignans and related compounds","Aromatic homomonocyclic compounds",""
"13297","UDMBCSSLTHHNCD-KQYNXXCUSA-L",456215,16335,"Saccharomyces cerevisiae","NCBI:txid4932","null","null","null","null","PubMed Id","24678285","Source: yeast.sf.net","","C","CHEBI:456215","ChEMBL","null","adenosine 5'-monophosphate(2-)","A nucleoside 5'-monophosphate(2-) that results from the removal of two protons from the phosphate group of adenosine 5'-monophosphate (AMP).","2019-07-25","LOADER",3,"","","","","","",""
"13298","UDMBCSSLTHHNCD-KQYNXXCUSA-L",456215,7155,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:456215","ChEMBL","null","adenosine 5'-monophosphate(2-)","A nucleoside 5'-monophosphate(2-) that results from the removal of two protons from the phosphate group of adenosine 5'-monophosphate (AMP).","2019-07-25","LOADER",3,"","","","","","",""
"13299","UDMBCSSLTHHNCD-KQYNXXCUSA-N",16027,17617,"Escherichia coli","NCBI:txid562","null","null","null","null","PubMed Id","21988831","null","","C","CHEBI:16027","ChEBI","null","adenosine 5'-monophosphate","A purine ribonucleoside 5'-monophosphate having adenine as the nucleobase.","2020-07-01","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates","Aromatic heteropolycyclic compounds",""
"13300","UDMBCSSLTHHNCD-KQYNXXCUSA-N",16027,9574,"Chlamydomonas reinhardtii","NCBI:txid3055","null","null","null","null","PubMed Id","25515814","null","","C","CHEBI:16027","ChEBI","null","adenosine 5'-monophosphate","A purine ribonucleoside 5'-monophosphate having adenine as the nucleobase.","2020-07-01","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates","Aromatic heteropolycyclic compounds",""
"13301","UDMBCSSLTHHNCD-KQYNXXCUSA-N",16027,18326,"Mus musculus","NCBI:txid10090","null","null","null","null","PubMed Id","19425150","Source: BioModels - MODEL1507180067","","C","CHEBI:16027","ChEBI","null","adenosine 5'-monophosphate","A purine ribonucleoside 5'-monophosphate having adenine as the nucleobase.","2020-07-01","CHEBI",3,"Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleotides","Purine ribonucleotides","Purine ribonucleoside monophosphates","Aromatic heteropolycyclic compounds",""
"13302","UDOCLKXJVMJFLD-CCHOKCMJSA-N",89514,13977,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","24023812","null","","E","CHEBI:89514","HMDB","null","PC(14:0/22:4(7Z,10Z,13Z,16Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphocholines (GP0101), Fatty Acyls (FA), Glycerophosphocholines (GP01)"
"13303","UDOCLKXJVMJFLD-CCHOKCMJSA-N",89514,13976,"Homo sapiens","NCBI:txid9606","saliva","UBERON:0001836","null","null","Article","Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)","null","","E","CHEBI:89514","HMDB","null","PC(14:0/22:4(7Z,10Z,13Z,16Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphocholines (GP0101), Fatty Acyls (FA), Glycerophosphocholines (GP01)"
"13304","UDOQTYDWKGQXFY-ADBZDOHZSA-N",70380,5971,"Isodon eriocalyx","IPNI:448573-1","aerial part","BTO:0001658","null","null","PubMed Id","20949916","70% aqueous Me2CO extract of air-dried and powdered aerial parts","","E","CHEBI:70380","MolConn","null","Xerophilusin H","null","2014-09-22","LOADER",2,"","","","","","",""
"13305","UDRDPXWHYDODIC-LUFONEFESA-N",68769,3802,"Chaetomium globosum","NCBI:txid38033","null","null","null","null","PubMed Id","20814854","null","","C","CHEBI:68769","ChEBI","null","chaetoglocin D","A member of the class of  piperidones that is piperidine-2,4-dione substituted by an ethyl group at position 5 and a  1-hydroxyethylidene group at position 3 (the (3E,5R-stereoisomer).  It has been isolated from the solid-fermentation culture of Chaetomium globosum.","2015-05-22","LOADER",3,"","","","","","",""
"13306","UDSUNACNDRCFFJ-HHYIDKTGSA-N",70116,5640,"Cornus walteri","NCBI:txid16907","stem","BTO:0001300","null","null","PubMed Id","21182258","Previous component: stem bark; 80% Methanolic extract of dried, chopped stems and stem bark","","C","CHEBI:70116","MolConn","null","cornusalterin H","A tirucallane triterpenoid that is (13alpha,14beta,17alpha,20S)-lanosta-7,24-diene substituted by an oxo group at position 3 and a methoxy group at position 23 (the 23S stereoisomer). It has been isolated from the stem and stem barks of Cornus walteri.","2014-10-02","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","Aliphatic homopolycyclic compounds","Cholesterol and derivatives (ST0101), Bile acids and derivatives (ST04), Sterol Lipids (ST), C30 isoprenoids (triterpenes) (PR0106), Prenol Lipids (PR)"
"13307","UDSUNACNDRCFFJ-RUTAEVJPSA-N",70115,5638,"Cornus walteri","NCBI:txid16907","stem","BTO:0001300","null","null","PubMed Id","21182258","Previous component: stem bark; 80% Methanolic extract of dried, chopped stems and stem bark","","C","CHEBI:70115","MolConn","null","cornusalterin G","A tirucallane triterpenoid that is (13alpha,14beta,17alpha,20S)-lanosta-7,24-diene substituted  by an oxo group at position 3 and a methoxy group at position 23. It has been isolated from the stem and stem barks of Cornus walteri.","2014-10-02","LOADER",3,"","","","","","",""
"13308","UDTRUOCOOZKCCT-QVVVRIHHSA-N",65556,322,"Callipelta","WORMS:171128","null","null","null","null","DOI","10.1021/ja954287p","null","","C","CHEBI:65556","MolConn","null","callipeltin A","A 10-membered cyclodepsipeptide containing four amino acids in the L- configuration, Ala, Leu, Thr (2 residues); one (Arg) in the  D-configuration; two N-methyl amino acids, N-MeAla and N-MeGln; a methoxy tyrosine, a 3, 4-dimethyl-L-glutamine, and a 4-amino-7-guanidino-2,3 dihydroxypentanoic acid (AGDHE), formally derived from L-Arg. It is obtained from the shallow water sponge Callipelta and has been found to show activity against HIV virus.","2014-03-05","LOADER",3,"Organic compounds","Organic acids and derivatives","Peptidomimetics","Depsipeptides","Cyclic depsipeptides","Aromatic heteromonocyclic compounds","N-acyl amines (FA0802), Fatty Acyls (FA), Fatty amides (FA08)"
"13309","UDWSABBWZXKLLQ-UHFFFAOYSA-N",69704,5133,"Combretum griffithii","IPNI:170132-1","stem","BTO:0001300","null","null","PubMed Id","21919533","Methanol extract of air-dried stems.","","C","CHEBI:69704","MolConn","null","1-(2-hydroxy-4-methoxyphenyl)-3-(4-hydroxy-3-methoxyphenyl)propane","A monomethoxybenzene that is 2-methoxyphenol substituted by a 3-(2-hydroxy-4-methoxyphenyl)propyl group at position 4. Isolated from the stems of  Combretum griffithii, it exhibits anticancer activity.","2017-04-07","LOADER",3,"","","","","","",""
"13310","UEBDZDZLEVYUEC-UHFFFAOYSA-N",69234,4419,"Actinoalloteichus cyanogriseus","NCBI:txid65497","null","null","WH1 2216-6","null","PubMed Id","21770434","Ethyl acetate extract of fermentation broth","","C","CHEBI:69234","MolConn","null","caerulomycinonitrile","A pyridine alkaloid that is 2,2'-bipyridine-6-carbonitrile substituted by a methoxy group at position 4. Isolated from the marine-derived actinomycete Actinoalloteichus cyanogriseus, it exhibits antineoplastic activity.","2013-12-02","LOADER",3,"Organic compounds","Organoheterocyclic compounds","Pyridines and derivatives","Bipyridines and oligopyridines","Bipyridines and oligopyridines","Aromatic heteromonocyclic compounds",""
"13311","UEDZCHGCEKMYMD-LDLOPFEMSA-N",134227,22518,"Rattus norvegicus","NCBI:txid10116","null","null","null","null","MetaboLights","MTBLS313","null","","C","CHEBI:134227","ChEBI","null","1-icosanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine","A 1,2-diacyl-sn-glycero-3-phosphoethanolamine in which the 1- and 2-acyl groups are specified as icosanoyl (arachidoyl) and hexadecanoyl (palmitoyl) respectively.","2017-06-15","keeva",3,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Phosphatidylethanolamines","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphoethanolamines (GP0201), Fatty Acyls (FA), Glycerophosphoethanolamines (GP02)"
"13312","UEDZCHGCEKMYMD-LDLOPFEMSA-N",134227,22519,"Mus musculus","NCBI:txid10090","null","null","null","null","MetaboLights","MTBLS313","null","","C","CHEBI:134227","ChEBI","null","1-icosanoyl-2-hexadecanoyl-sn-glycero-3-phosphocholine","A 1,2-diacyl-sn-glycero-3-phosphoethanolamine in which the 1- and 2-acyl groups are specified as icosanoyl (arachidoyl) and hexadecanoyl (palmitoyl) respectively.","2017-06-15","keeva",3,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphoethanolamines","Phosphatidylethanolamines","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphoethanolamines (GP0201), Fatty Acyls (FA), Glycerophosphoethanolamines (GP02)"
"13313","UEEFSWPSRLSUQJ-NOMYRAODSA-N",69651,5023,"Lonicera japonica","NCBI:txid105884","flower bud","BTO:0000470","null","null","PubMed Id","21942812","Air dried flower bud.","","E","CHEBI:69651","MolConn","null","Lonijaposide M","null","2014-09-22","LOADER",2,"","","","","","",""
"13314","UEFURMXXHJCLJP-UHFFFAOYSA-N",17577,6578,"Homo sapiens","NCBI:txid9606","null","null","null","null","DOI","10.1038/nbt.2488","null","","C","CHEBI:17577","ChEBI","null","S(8)-(2-methylpropanoyl)dihydrolipoamide","null","2014-03-10","CHEBI",3,"Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty amides","Fatty amides","Aliphatic acyclic compounds","Fatty amides (FA08), Fatty Acyls (FA)"
"13315","UEHILKCNLIKLEV-LXABABOZSA-N",69375,4605,"Kalopanax pictus","NCBI:txid46399","stem","BTO:0001300","null","null","PubMed Id","21870831","Previous component: stem bark; Hot MeOH extract of dried stem bark","","C","CHEBI:69375","MolConn","null","cauloside D","A triterpenoid saponin with hederagenin as the aglycone part. It has been isolated from the stem bark of Kalopanax pictus.","2014-01-15","LOADER",3,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Terpene glycosides","Triterpene saponins","Aliphatic heteropolycyclic compounds","C30 isoprenoids (triterpenes) (PR0106), Sterol Lipids (ST), Prenol Lipids (PR)"
"13316","UEHIWILSQZCXQY-LWKKLXHHSA-N",69785,5224,"Chloranthus japonicus","NCBI:txid13007","whole plant","BTO:0001461","null","null","PubMed Id","21650224","Methanolic extract of dried and powdered plant","","E","CHEBI:69785","MolConn","null","shizukaol D","null","2014-09-22","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Triterpenoids","Triterpenoids","Aliphatic heteropolycyclic compounds","Steryl esters (ST0102), C30 isoprenoids (triterpenes) (PR0106), Sterol Lipids (ST), Prenol Lipids (PR)"
"13317","UELRKDJVEHFVAI-QZOXBMLCSA-N",89375,13571,"Homo sapiens","NCBI:txid9606","urine","BTO:0001419","null","null","PubMed Id","24023812","null","","E","CHEBI:89375","HMDB","null","PC(20:0/18:4(6Z,9Z,12Z,15Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphocholines (GP0101), Fatty Acyls (FA), Glycerophosphocholines (GP01)"
"13318","UELRKDJVEHFVAI-QZOXBMLCSA-N",89375,13570,"Homo sapiens","NCBI:txid9606","saliva","UBERON:0001836","null","null","Article","Dame, ZT. et al. (2014) The Human Saliva Metabolome (manuscript in preparation)","null","","E","CHEBI:89375","HMDB","null","PC(20:0/18:4(6Z,9Z,12Z,15Z))","null","null","LOADER",2,"Organic compounds","Lipids and lipid-like molecules","Glycerophospholipids","Glycerophosphocholines","Phosphatidylcholines","Aliphatic acyclic compounds","Fatty esters (FA07), Dicarboxylic acids (FA0117), Diacylglycerophosphocholines (GP0101), Fatty Acyls (FA), Glycerophosphocholines (GP01)"
